carat,cut,depth,table
1.01,Premium,61.6,56.0
2.05,Premium,60.7,61.0
2.32,Premium,62.5,59.0
2.26,Premium,62.0,58.0
2.01,Premium,62.3,61.0
1.73,Premium,62.6,58.0
2.0,Premium,61.8,58.0
2.38,Premium,62.6,59.0
1.51,Premium,59.5,59.0
2.51,Premium,59.3,58.0
2.03,Fair,65.4,58.0
2.01,Premium,58.2,62.0
2.01,Premium,60.5,61.0
2.4,Premium,59.7,58.0
2.03,Premium,60.5,62.0
2.03,Premium,58.5,60.0
2.65,Premium,62.0,61.0
2.02,Premium,62.3,61.0
2.11,Premium,62.2,60.0
2.35,Premium,62.3,58.0
2.1,Premium,62.1,59.0
2.05,Premium,60.1,59.0
1.5,Fair,64.7,53.0
2.02,Premium,60.9,60.0
2.28,Premium,62.4,58.0
2.02,Fair,65.0,55.0
2.14,Premium,61.7,58.0
2.07,Premium,62.9,59.0
2.11,Premium,60.8,61.0
2.16,Premium,59.7,60.0
1.5,Premium,60.3,60.0
2.04,Premium,61.8,56.0
2.51,Premium,59.3,58.0
2.05,Premium,62.5,58.0
2.06,Premium,61.8,58.0
1.53,Premium,60.6,58.0
2.17,Premium,62.2,59.0
2.1,Premium,60.4,59.0
2.03,Premium,60.5,62.0
2.0,Premium,60.8,60.0
2.01,Premium,61.5,60.0
2.01,Premium,61.6,58.0
0.29,Premium,62.4,58.0
0.35,Premium,62.0,58.0
0.32,Premium,61.7,58.0
0.32,Premium,62.1,59.0
0.32,Premium,61.5,58.0
0.32,Premium,61.4,58.0
0.32,Premium,61.0,59.0
2.05,Premium,60.1,59.0
2.1,Fair,59.5,69.0
1.51,Premium,62.7,58.0
1.7,Premium,61.0,59.0
2.47,Premium,59.4,59.0
2.0,Premium,60.7,60.0
1.51,Premium,60.0,60.0
1.5,Premium,60.3,60.0
2.28,Premium,62.9,58.0
1.69,Premium,58.7,59.0
2.06,Premium,61.8,58.0
1.53,Premium,60.6,58.0
2.05,Premium,60.6,58.0
2.01,Premium,60.5,60.0
1.52,Premium,59.9,60.0
1.52,Premium,60.6,58.0
2.1,Premium,60.4,59.0
2.03,Premium,62.9,57.0
1.52,Premium,62.4,55.0
2.38,Premium,58.2,60.0
2.24,Premium,61.4,57.0
2.21,Premium,59.6,60.0
1.51,Premium,62.7,58.0
2.39,Premium,60.6,58.0
2.0,Premium,60.7,60.0
2.01,Premium,61.7,60.0
2.02,Premium,59.6,60.0
2.48,Premium,61.0,60.0
2.14,Premium,62.0,60.0
2.01,Premium,60.6,62.0
2.01,Premium,60.9,59.0
2.01,Premium,61.5,53.0
2.01,Premium,59.0,60.0
1.54,Premium,59.3,59.0
2.03,Premium,61.7,59.0
2.04,Premium,61.0,61.0
2.01,Premium,62.7,58.0
2.13,Premium,60.7,60.0
2.01,Premium,62.8,58.0
2.01,Premium,62.7,58.0
2.01,Premium,59.2,62.0
2.01,Premium,62.6,59.0
2.01,Premium,61.0,61.0
2.01,Premium,60.5,60.0
1.52,Premium,60.6,58.0
1.52,Premium,59.9,60.0
1.71,Premium,60.8,58.0
2.1,Premium,62.9,59.0
1.5,Premium,60.2,59.0
1.75,Premium,61.5,59.0
2.03,Premium,61.2,58.0
1.5,Premium,62.8,58.0
2.4,Premium,62.6,59.0
2.21,Premium,62.1,59.0
2.23,Premium,61.4,58.0
1.71,Premium,62.7,58.0
2.48,Premium,60.1,58.0
2.08,Premium,61.3,58.0
2.06,Premium,61.7,59.0
2.02,Premium,59.6,60.0
2.04,Premium,61.8,60.0
1.76,Premium,61.5,58.0
2.01,Premium,60.3,60.0
2.01,Premium,61.3,61.0
1.54,Premium,59.3,59.0
2.05,Premium,60.8,58.0
2.03,Premium,61.7,59.0
1.54,Premium,62.7,59.0
2.02,Premium,61.3,56.0
2.13,Premium,60.7,60.0
2.53,Premium,62.6,57.0
1.93,Premium,60.5,60.0
2.04,Premium,62.2,57.0
2.02,Premium,60.1,59.0
2.28,Premium,61.9,61.0
2.01,Premium,58.5,58.0
2.07,Premium,61.2,58.0
1.73,Premium,61.6,58.0
1.73,Premium,62.9,58.0
3.0,Premium,60.7,59.0
3.0,Fair,64.8,59.0
1.73,Premium,61.2,58.0
2.02,Premium,62.1,61.0
2.12,Premium,59.1,59.0
2.27,Premium,62.4,58.0
2.2,Premium,61.1,59.0
2.31,Premium,58.8,58.0
2.09,Premium,62.1,58.0
2.06,Premium,61.7,58.0
2.01,Premium,59.9,62.0
2.19,Premium,61.6,58.0
1.75,Premium,61.4,58.0
2.6,Fair,64.6,57.0
2.04,Premium,62.5,58.0
2.14,Premium,60.7,59.0
1.71,Premium,62.3,58.0
2.13,Premium,61.5,58.0
2.32,Premium,62.4,57.0
2.01,Premium,60.6,59.0
2.05,Premium,58.6,59.0
2.01,Premium,62.9,62.0
2.01,Premium,60.1,61.0
2.13,Premium,62.3,57.0
2.05,Premium,59.7,59.0
1.93,Premium,60.5,60.0
2.02,Premium,60.1,59.0
2.53,Fair,64.6,59.0
2.57,Premium,61.3,60.0
2.14,Premium,59.8,59.0
2.0,Premium,60.4,61.0
1.5,Premium,59.5,61.0
2.71,Premium,60.4,59.0
2.27,Premium,62.4,58.0
2.02,Premium,61.2,59.0
2.09,Premium,62.1,58.0
2.02,Premium,61.5,58.0
2.42,Premium,61.3,59.0
2.42,Premium,61.3,59.0
1.75,Premium,61.4,58.0
2.0,Premium,58.8,61.0
0.32,Premium,62.3,58.0
0.32,Premium,60.7,58.0
0.32,Premium,59.4,58.0
0.32,Premium,61.2,59.0
0.28,Premium,59.9,62.0
0.28,Premium,61.5,58.0
0.28,Premium,60.2,60.0
1.57,Premium,61.4,58.0
2.01,Premium,58.9,60.0
2.01,Premium,62.0,61.0
2.56,Premium,61.4,58.0
2.01,Premium,61.6,61.0
1.75,Premium,59.6,60.0
1.21,Premium,60.1,59.0
2.14,Premium,60.7,59.0
1.71,Premium,62.3,58.0
1.5,Premium,58.8,58.0
1.6,Premium,61.5,58.0
2.6,Premium,58.3,61.0
1.41,Premium,60.8,57.0
2.31,Premium,62.9,58.0
2.15,Premium,62.8,58.0
1.7,Premium,61.5,60.0
2.25,Premium,61.5,61.0
2.01,Premium,61.8,59.0
2.01,Premium,62.3,58.0
2.05,Premium,59.7,59.0
2.12,Premium,61.5,58.0
2.08,Premium,62.0,58.0
2.42,Premium,59.8,59.0
2.02,Premium,62.1,61.0
2.2,Premium,61.2,59.0
2.0,Premium,61.1,58.0
2.05,Premium,62.5,56.0
2.35,Premium,59.9,58.0
2.35,Premium,61.1,58.0
2.16,Premium,62.9,55.0
1.7,Premium,62.9,58.0
4.13,Fair,64.8,61.0
2.01,Premium,62.5,58.0
2.01,Premium,61.8,58.0
1.93,Premium,62.8,58.0
1.79,Premium,61.2,58.0
1.6,Premium,61.5,58.0
2.04,Premium,58.3,58.0
1.59,Premium,61.2,58.0
2.03,Premium,60.1,60.0
2.01,Premium,60.1,60.0
2.5,Fair,65.8,58.0
2.05,Fair,67.7,58.0
2.14,Premium,62.3,58.0
2.01,Premium,61.1,60.0
2.0,Premium,61.1,58.0
2.31,Premium,62.3,61.0
2.51,Premium,59.6,60.0
2.01,Premium,59.6,59.0
2.18,Premium,59.1,60.0
2.01,Premium,60.2,59.0
2.02,Premium,61.1,60.0
1.7,Premium,61.2,57.0
1.31,Premium,62.8,55.0
2.14,Premium,60.4,59.0
1.51,Premium,62.9,54.0
2.05,Premium,60.2,58.0
2.52,Premium,62.4,57.0
2.21,Premium,62.4,60.0
1.97,Premium,62.9,59.0
2.29,Premium,61.6,60.0
1.59,Premium,61.2,58.0
2.19,Premium,61.7,58.0
2.0,Premium,62.5,57.0
2.02,Premium,61.8,58.0
2.53,Premium,59.6,59.0
2.01,Premium,61.1,60.0
1.72,Premium,59.4,60.0
2.1,Premium,61.3,58.0
2.48,Premium,63.0,62.0
1.74,Premium,61.0,58.0
2.08,Premium,62.6,59.0
2.2,Premium,62.7,58.0
2.05,Premium,60.6,60.0
2.39,Premium,61.2,60.0
2.06,Premium,62.7,58.0
1.34,Premium,61.8,58.0
2.29,Premium,62.5,58.0
1.5,Premium,58.7,61.0
2.28,Premium,61.6,58.0
2.14,Premium,60.4,59.0
2.0,Premium,61.6,59.0
2.01,Premium,62.7,59.0
2.02,Premium,62.8,60.0
1.99,Fair,60.5,63.0
2.21,Premium,61.1,59.0
2.0,Premium,61.8,56.0
1.52,Premium,61.0,59.0
2.14,Premium,58.2,61.0
2.01,Premium,61.3,61.0
2.0,Premium,62.2,56.0
2.0,Premium,62.6,56.0
1.72,Premium,59.4,60.0
1.71,Premium,61.4,60.0
1.55,Premium,59.7,60.0
2.05,Premium,60.4,58.0
2.08,Premium,62.6,59.0
2.03,Premium,61.3,59.0
2.09,Premium,60.6,59.0
2.11,Premium,61.6,59.0
2.02,Premium,59.8,58.0
2.01,Premium,60.3,58.0
2.0,Premium,61.6,59.0
2.09,Premium,61.7,59.0
2.18,Premium,61.9,60.0
2.01,Premium,62.7,59.0
2.01,Premium,61.1,60.0
2.01,Premium,61.3,59.0
2.16,Premium,61.5,58.0
2.28,Premium,62.1,59.0
2.02,Premium,59.0,59.0
1.74,Premium,61.7,58.0
1.74,Premium,62.4,58.0
2.2,Premium,58.9,60.0
2.01,Fair,67.5,55.0
2.57,Premium,58.9,58.0
2.16,Premium,58.5,60.0
1.51,Premium,63.0,52.0
0.28,Premium,60.1,59.0
0.28,Premium,61.3,60.0
0.35,Premium,61.3,55.0
0.35,Premium,62.4,58.0
0.41,Premium,62.1,58.0
2.02,Premium,58.2,60.0
2.03,Premium,62.6,59.0
2.01,Premium,61.4,58.0
2.05,Premium,58.7,60.0
1.93,Fair,58.9,62.0
2.35,Premium,62.6,60.0
2.09,Premium,61.7,59.0
2.18,Premium,61.9,60.0
2.25,Premium,60.4,59.0
5.01,Fair,65.5,59.0
2.51,Premium,62.2,58.0
2.32,Fair,62.0,62.0
2.32,Premium,61.2,58.0
2.11,Premium,62.4,61.0
2.25,Premium,60.1,60.0
2.25,Premium,62.8,59.0
2.28,Premium,62.1,59.0
2.04,Premium,60.2,58.0
2.01,Premium,61.8,60.0
1.51,Premium,60.5,61.0
2.04,Premium,60.7,61.0
2.04,Premium,62.5,61.0
2.04,Premium,63.0,58.0
2.02,Premium,61.0,59.0
2.12,Premium,58.3,59.0
2.03,Premium,62.6,59.0
2.03,Premium,62.1,56.0
2.23,Premium,61.2,58.0
2.12,Premium,62.6,59.0
2.03,Premium,60.9,59.0
2.52,Premium,60.6,60.0
2.01,Premium,61.7,60.0
2.07,Premium,61.2,58.0
2.2,Premium,60.5,55.0
2.01,Premium,62.9,59.0
2.02,Premium,60.8,62.0
2.02,Premium,62.7,53.0
2.04,Premium,60.2,58.0
2.19,Premium,62.4,61.0
2.3,Premium,61.8,60.0
3.01,Premium,60.2,59.0
3.01,Fair,65.8,56.0
3.01,Fair,65.8,56.0
1.7,Premium,62.8,58.0
2.52,Premium,58.5,59.0
2.53,Premium,62.1,59.0
2.51,Premium,62.3,57.0
2.02,Premium,61.3,59.0
1.07,Premium,60.9,58.0
2.03,Premium,62.4,59.0
2.14,Premium,61.5,58.0
2.01,Premium,61.4,56.0
2.51,Fair,64.7,57.0
2.03,Premium,61.5,59.0
2.05,Premium,61.8,60.0
2.02,Premium,61.7,58.0
2.49,Premium,61.2,56.0
1.7,Premium,58.6,62.0
2.07,Premium,61.2,58.0
2.2,Premium,62.0,57.0
2.0,Premium,63.0,56.0
2.0,Premium,58.2,60.0
1.73,Premium,62.6,55.0
1.7,Premium,58.5,60.0
1.79,Premium,61.7,59.0
2.03,Premium,61.3,59.0
2.26,Premium,60.3,58.0
2.29,Premium,61.4,60.0
2.0,Premium,61.8,56.0
1.7,Premium,60.6,58.0
2.22,Premium,59.9,59.0
2.06,Premium,61.5,58.0
2.09,Premium,62.2,58.0
2.5,Premium,59.0,60.0
2.08,Premium,58.9,61.0
2.03,Premium,61.5,59.0
2.16,Premium,58.7,60.0
2.57,Premium,63.0,58.0
2.02,Premium,61.7,58.0
2.0,Premium,62.6,59.0
2.0,Fair,67.6,58.0
2.38,Premium,60.9,59.0
1.83,Premium,60.5,59.0
4.5,Fair,65.8,58.0
3.04,Premium,59.3,60.0
2.38,Premium,62.1,58.0
2.09,Premium,61.1,56.0
2.02,Fair,64.5,57.0
2.01,Fair,70.6,64.0
2.11,Premium,60.9,60.0
2.29,Premium,61.4,60.0
1.7,Premium,60.6,58.0
2.07,Premium,60.7,59.0
2.42,Premium,61.3,59.0
2.29,Premium,60.8,60.0
2.12,Premium,61.1,60.0
2.02,Premium,62.1,56.0
2.03,Premium,59.6,60.0
2.43,Premium,62.2,57.0
3.51,Premium,62.5,59.0
2.01,Premium,61.2,57.2
2.22,Premium,60.0,60.0
3.01,Premium,60.7,59.0
3.01,Premium,59.7,58.0
2.18,Premium,61.2,60.0
1.7,Premium,59.8,59.0
1.72,Premium,61.8,60.0
0.36,Premium,61.6,58.0
0.32,Premium,61.9,58.0
0.36,Premium,62.7,59.0
0.36,Premium,63.0,55.0
0.36,Premium,61.5,58.0
0.36,Premium,60.6,59.0
0.36,Premium,62.6,57.0
0.32,Premium,59.8,60.0
0.32,Premium,61.0,60.0
1.94,Premium,62.6,58.0
2.01,Premium,60.3,59.0
2.36,Premium,59.4,58.0
2.55,Premium,61.8,62.0
2.05,Premium,60.2,59.0
1.71,Premium,62.3,59.0
2.04,Premium,58.1,60.0
2.0,Premium,60.8,59.0
2.29,Premium,61.8,59.0
2.29,Premium,60.8,60.0
0.32,Premium,62.6,58.0
0.32,Premium,61.9,58.0
0.32,Premium,62.0,58.0
0.32,Premium,61.3,58.0
0.32,Premium,59.5,58.0
0.32,Premium,60.5,59.0
0.32,Premium,60.7,58.0
0.32,Premium,60.6,58.0
0.32,Premium,60.6,58.0
0.32,Premium,60.7,60.0
0.32,Premium,60.7,61.0
0.32,Premium,61.4,60.0
0.32,Premium,62.7,54.0
0.32,Premium,61.7,59.0
0.32,Premium,61.0,60.0
0.32,Premium,62.3,57.0
0.32,Premium,62.5,59.0
0.32,Premium,62.4,58.0
0.41,Premium,60.9,60.0
0.37,Premium,61.8,58.0
0.37,Premium,59.3,58.0
0.37,Premium,61.3,60.0
0.37,Premium,59.3,60.0
0.37,Premium,60.1,59.0
0.37,Premium,60.9,60.0
0.37,Premium,61.2,60.0
0.34,Premium,59.7,59.0
0.34,Premium,60.8,59.0
0.34,Premium,61.5,56.0
0.34,Premium,59.2,59.0
0.34,Premium,60.7,61.0
0.34,Premium,60.6,60.0
0.34,Premium,60.8,60.0
0.39,Premium,62.0,60.0
0.31,Premium,61.2,58.0
0.31,Premium,58.7,60.0
0.31,Premium,63.0,58.0
0.38,Premium,62.0,58.0
0.42,Premium,60.1,58.0
0.38,Premium,61.3,59.0
0.38,Premium,58.1,58.0
0.31,Premium,61.8,58.0
0.3,Premium,59.9,59.0
0.3,Premium,61.5,59.0
0.3,Premium,62.6,58.0
0.3,Premium,59.2,59.0
0.3,Premium,62.0,59.0
0.3,Premium,62.2,60.0
0.3,Premium,62.3,58.0
0.3,Premium,62.0,60.0
0.3,Premium,60.4,58.0
0.3,Premium,61.8,58.0
0.3,Premium,61.7,58.0
0.3,Premium,62.4,59.0
0.3,Premium,62.5,58.0
0.3,Premium,61.6,58.0
0.3,Premium,59.1,58.0
0.3,Premium,60.0,60.0
0.3,Premium,62.5,59.0
0.3,Premium,60.7,59.0
0.3,Premium,61.9,59.0
0.3,Premium,60.0,58.0
0.3,Premium,60.5,60.0
0.3,Premium,62.1,58.0
0.41,Fair,65.4,61.0
0.3,Premium,60.7,58.0
0.3,Premium,58.8,57.0
0.3,Premium,62.1,59.0
0.3,Fair,64.5,55.0
0.31,Premium,62.7,58.0
0.31,Premium,60.5,60.0
0.31,Premium,60.7,58.0
0.31,Premium,60.6,60.0
0.36,Premium,61.5,59.0
0.36,Premium,61.4,58.0
0.36,Premium,59.6,58.0
0.36,Premium,61.3,57.0
0.36,Premium,59.3,60.0
0.37,Premium,63.0,58.0
0.37,Premium,61.1,59.0
0.37,Premium,61.6,60.0
0.37,Premium,60.4,59.0
0.37,Premium,59.5,61.0
0.4,Premium,61.7,58.0
0.4,Premium,60.0,58.0
0.4,Premium,61.9,58.0
0.38,Premium,60.0,60.0
0.4,Premium,61.1,58.0
0.4,Premium,61.4,59.0
0.4,Premium,60.4,59.0
0.4,Premium,62.2,58.0
0.4,Premium,62.4,58.0
0.4,Premium,62.7,58.0
0.4,Premium,59.9,60.0
0.4,Premium,62.1,60.0
0.33,Premium,60.3,59.0
0.33,Premium,61.6,58.0
0.33,Premium,60.5,58.0
0.33,Premium,60.8,59.0
0.33,Premium,61.6,58.0
0.33,Premium,61.8,59.0
0.33,Premium,61.6,60.0
0.33,Premium,60.8,58.0
0.33,Premium,62.1,59.0
0.33,Premium,60.1,58.0
0.33,Premium,62.1,59.0
0.33,Premium,62.2,58.0
0.33,Premium,61.4,59.0
0.25,Fair,55.2,64.0
0.31,Premium,60.9,60.0
0.32,Premium,62.2,59.0
0.32,Premium,61.0,59.0
0.32,Premium,62.7,58.0
0.24,Premium,61.2,58.0
0.33,Premium,62.3,58.0
0.33,Premium,61.9,58.0
0.33,Premium,62.4,59.0
0.33,Premium,61.3,58.0
0.33,Premium,61.9,59.0
0.33,Premium,61.3,58.0
0.33,Premium,62.2,58.0
0.33,Premium,59.2,59.0
0.33,Premium,62.4,58.0
0.24,Premium,60.6,59.0
0.24,Premium,60.3,61.0
0.24,Premium,59.5,62.0
0.24,Premium,58.8,58.0
0.33,Premium,60.4,60.0
0.33,Premium,61.1,59.0
0.33,Premium,59.5,60.0
0.33,Premium,62.7,58.0
0.33,Premium,61.6,60.0
0.33,Premium,61.3,60.0
0.33,Premium,61.4,58.0
0.33,Premium,62.0,59.0
0.33,Premium,62.3,58.0
0.33,Premium,62.8,59.0
0.33,Premium,61.7,59.0
0.33,Premium,62.4,58.0
0.29,Premium,62.0,58.0
0.35,Premium,60.8,58.0
0.35,Premium,60.3,60.0
0.35,Premium,62.3,58.0
0.35,Premium,60.6,58.0
0.32,Premium,61.6,59.0
0.32,Premium,58.4,57.0
0.32,Premium,60.1,61.0
0.32,Premium,60.4,61.0
0.32,Premium,61.2,58.0
0.35,Premium,59.9,61.0
0.34,Premium,61.2,58.0
0.3,Fair,64.4,61.0
0.3,Premium,61.4,55.0
0.3,Premium,58.8,60.0
0.3,Premium,61.8,60.0
0.32,Premium,60.3,58.0
0.42,Fair,64.7,61.0
0.4,Premium,61.4,58.0
0.3,Premium,62.4,58.0
0.3,Premium,62.7,60.0
0.3,Premium,62.5,59.0
0.3,Premium,60.6,58.0
0.3,Premium,59.5,58.0
0.3,Premium,61.8,60.0
0.3,Premium,61.4,59.0
0.3,Premium,61.8,58.0
0.3,Premium,61.7,58.0
0.3,Premium,61.0,60.0
0.3,Premium,61.9,61.0
0.3,Premium,61.0,58.0
0.3,Premium,61.3,58.0
0.3,Premium,60.1,61.0
0.3,Premium,60.4,61.0
0.3,Premium,60.4,61.0
0.3,Premium,62.5,58.0
0.3,Premium,62.6,59.0
0.3,Premium,62.3,58.0
0.3,Premium,62.0,58.0
0.3,Premium,63.0,58.0
0.3,Premium,62.2,60.0
0.3,Premium,63.0,59.0
0.3,Premium,60.6,60.0
0.3,Premium,60.8,61.0
0.3,Premium,61.9,58.0
0.3,Premium,61.6,60.0
0.3,Premium,60.6,61.0
0.3,Premium,62.2,60.0
0.3,Premium,61.9,58.0
0.3,Premium,59.8,60.0
0.3,Premium,60.6,56.0
0.3,Premium,61.3,60.0
0.3,Premium,61.7,56.0
0.3,Premium,62.1,60.0
0.3,Premium,62.5,60.0
0.3,Premium,61.3,60.0
0.24,Premium,60.8,59.0
0.23,Premium,59.4,61.0
0.33,Premium,62.6,58.0
0.33,Premium,62.3,58.0
0.33,Premium,60.4,59.0
0.3,Premium,62.3,58.0
0.3,Premium,60.0,60.0
0.32,Premium,61.3,58.0
0.43,Premium,60.2,60.0
0.23,Premium,61.8,58.0
0.23,Premium,60.9,60.0
0.23,Premium,58.6,61.0
0.23,Premium,61.3,60.0
0.23,Premium,61.1,60.0
0.23,Premium,60.4,59.0
0.31,Premium,61.6,59.0
0.31,Premium,62.7,58.0
0.31,Premium,62.6,58.0
0.31,Premium,61.0,58.0
0.31,Premium,61.3,60.0
0.31,Premium,60.5,60.0
0.31,Premium,60.0,59.0
0.31,Premium,60.3,58.0
0.31,Premium,61.8,60.0
0.31,Premium,60.8,58.0
0.31,Premium,60.6,59.0
0.31,Premium,61.0,59.0
0.37,Premium,61.6,59.0
0.37,Premium,61.9,59.0
0.37,Premium,60.4,59.0
0.37,Premium,62.4,58.0
0.37,Premium,62.7,58.0
0.38,Premium,62.4,56.0
0.31,Premium,59.6,58.0
0.41,Premium,62.3,58.0
0.41,Premium,61.7,60.0
0.41,Premium,60.0,59.0
0.41,Premium,61.9,58.0
0.41,Premium,61.3,59.0
0.41,Premium,62.0,58.0
0.41,Premium,62.3,58.0
0.41,Premium,62.4,60.0
0.41,Premium,62.0,59.0
0.41,Premium,61.2,59.0
0.41,Premium,60.9,60.0
0.41,Premium,62.1,58.0
0.41,Premium,60.5,58.0
0.32,Premium,62.3,55.0
0.32,Premium,60.0,59.0
0.32,Premium,59.3,58.0
0.32,Premium,62.7,57.0
0.32,Premium,61.2,59.0
0.31,Premium,60.6,59.0
0.39,Premium,61.0,58.0
0.36,Premium,62.5,58.0
0.3,Premium,61.8,58.0
0.3,Premium,62.0,60.0
0.3,Premium,61.2,59.0
0.3,Premium,62.6,58.0
0.3,Premium,62.0,58.0
0.3,Premium,61.2,58.0
0.3,Premium,61.9,59.0
0.3,Premium,61.0,60.0
0.3,Premium,60.8,58.0
0.3,Premium,62.2,59.0
0.3,Premium,62.7,59.0
0.3,Premium,62.3,58.0
0.25,Premium,61.5,60.0
0.31,Premium,61.1,58.0
0.25,Premium,60.7,59.0
0.31,Premium,59.9,60.0
0.31,Premium,62.7,58.0
0.31,Premium,62.3,60.0
0.31,Premium,61.8,58.0
0.31,Premium,60.9,60.0
0.31,Premium,59.8,60.0
0.31,Premium,60.8,58.0
0.34,Premium,59.2,60.0
0.34,Premium,62.6,58.0
0.34,Premium,61.2,59.0
0.34,Premium,62.6,59.0
0.34,Premium,60.7,60.0
0.34,Premium,61.2,59.0
0.42,Premium,62.7,58.0
0.4,Premium,61.0,59.0
0.34,Premium,59.3,59.0
0.23,Premium,58.9,60.0
0.36,Premium,61.8,59.0
0.36,Premium,62.0,59.0
0.34,Premium,61.9,56.0
0.34,Premium,59.0,59.0
0.36,Premium,61.8,60.0
0.36,Premium,60.9,58.0
0.36,Premium,60.0,58.0
0.36,Premium,61.2,59.0
0.36,Premium,61.5,60.0
0.34,Premium,61.0,60.0
0.34,Premium,59.5,59.0
0.34,Premium,60.2,60.0
0.34,Premium,61.3,60.0
0.34,Premium,61.1,58.0
0.34,Premium,61.7,60.0
0.34,Premium,62.4,60.0
0.34,Premium,61.9,60.0
0.34,Premium,62.6,60.0
0.4,Premium,60.9,60.0
0.41,Premium,61.6,59.0
0.37,Premium,61.0,59.0
0.33,Premium,59.0,62.0
0.33,Premium,62.4,60.0
0.33,Premium,61.3,61.0
0.33,Premium,59.1,59.0
0.33,Fair,65.7,54.0
0.33,Premium,62.1,58.0
0.31,Premium,60.4,59.0
0.31,Premium,62.1,58.0
0.31,Fair,64.6,55.0
0.37,Premium,60.5,59.0
0.31,Premium,59.0,60.0
0.31,Premium,61.0,56.0
0.31,Premium,60.9,58.0
0.31,Premium,58.3,60.0
0.31,Premium,60.1,61.0
0.31,Premium,62.7,58.0
0.31,Premium,63.0,59.0
0.31,Premium,59.4,59.0
0.31,Premium,62.1,58.0
0.31,Premium,61.6,59.0
0.31,Premium,61.7,58.0
0.31,Premium,62.2,57.0
0.31,Premium,59.7,58.0
0.31,Premium,59.9,60.0
0.31,Premium,59.9,59.0
0.31,Premium,61.4,56.0
0.31,Premium,61.1,59.0
0.31,Premium,61.4,61.0
0.31,Premium,62.4,58.0
0.31,Premium,62.9,58.0
0.31,Premium,61.8,61.0
0.31,Premium,62.8,58.0
0.31,Premium,62.6,60.0
0.31,Premium,61.5,61.0
0.31,Premium,61.7,61.0
0.31,Premium,62.4,58.0
0.31,Premium,59.2,60.0
0.31,Premium,59.8,60.0
0.31,Premium,59.9,59.0
0.31,Premium,62.4,59.0
0.31,Premium,60.7,61.0
0.31,Premium,61.5,60.0
0.31,Premium,61.7,59.0
0.31,Premium,61.2,58.0
0.31,Premium,61.5,59.0
0.31,Premium,62.2,59.0
0.31,Premium,62.6,57.0
0.31,Premium,59.3,59.0
0.31,Premium,59.1,59.0
0.31,Premium,59.2,60.0
0.31,Premium,62.6,60.0
0.31,Premium,62.9,58.0
0.31,Premium,62.0,58.0
0.31,Premium,62.1,58.0
0.31,Premium,61.7,58.0
0.31,Premium,61.5,59.0
0.31,Premium,62.3,56.0
0.38,Premium,60.5,59.0
0.38,Premium,62.7,58.0
0.38,Premium,61.8,58.0
0.38,Premium,61.3,60.0
0.42,Premium,62.1,59.0
0.38,Premium,60.9,60.0
0.42,Premium,60.9,58.0
0.38,Premium,59.9,60.0
0.42,Premium,60.1,58.0
0.5,Fair,64.6,60.0
0.4,Premium,60.5,58.0
0.32,Premium,61.7,58.0
0.4,Premium,59.3,59.0
0.4,Premium,62.0,59.0
0.32,Premium,62.6,58.0
0.32,Premium,61.2,59.0
0.4,Premium,61.4,60.0
0.32,Premium,60.5,58.0
0.32,Premium,61.0,59.0
0.32,Premium,61.3,59.0
0.4,Premium,62.0,59.0
0.32,Premium,60.5,59.0
0.4,Fair,65.1,59.0
0.43,Premium,61.0,60.0
0.33,Premium,62.8,58.0
0.33,Premium,60.9,59.0
0.33,Premium,59.9,61.0
0.41,Premium,61.2,59.0
0.32,Premium,62.2,60.0
0.35,Premium,61.9,58.0
0.35,Premium,62.7,58.0
0.35,Premium,61.8,58.0
0.35,Premium,61.2,58.0
0.35,Premium,61.6,58.0
0.35,Premium,62.0,59.0
0.35,Premium,62.1,60.0
0.35,Premium,61.4,59.0
0.35,Premium,61.9,58.0
0.35,Premium,61.5,58.0
0.35,Premium,61.5,59.0
0.35,Premium,62.3,59.0
0.31,Premium,61.8,58.0
0.31,Premium,62.2,59.0
0.31,Premium,60.5,58.0
0.31,Premium,62.1,58.0
0.31,Premium,61.5,58.0
0.31,Premium,61.8,58.0
0.31,Premium,62.6,58.0
0.31,Premium,60.5,58.0
0.31,Premium,60.6,59.0
0.37,Premium,62.1,60.0
0.37,Premium,60.0,57.0
0.3,Premium,62.6,59.0
0.3,Premium,63.0,58.0
0.3,Premium,62.6,56.0
0.3,Premium,62.5,58.0
0.42,Premium,61.5,59.0
0.35,Premium,61.8,58.0
0.35,Premium,61.1,60.0
0.35,Premium,60.7,62.0
0.35,Premium,61.8,56.0
0.35,Premium,59.6,62.0
0.3,Premium,60.5,60.0
0.3,Premium,62.2,58.0
0.3,Premium,61.1,59.0
0.3,Premium,62.8,59.0
0.3,Premium,62.6,60.0
0.3,Premium,61.2,60.0
0.3,Premium,62.5,60.0
0.3,Premium,59.7,59.0
0.3,Premium,60.6,60.0
0.3,Premium,61.0,60.0
0.3,Premium,62.3,58.0
0.3,Premium,61.6,58.0
0.3,Premium,62.2,58.0
0.3,Premium,62.2,58.0
0.3,Premium,61.7,59.0
0.3,Premium,62.0,60.0
0.3,Premium,61.0,61.0
0.3,Premium,62.1,58.0
0.3,Premium,62.5,59.0
0.3,Premium,62.4,60.0
0.3,Premium,62.7,60.0
0.3,Premium,62.2,61.0
0.3,Premium,62.3,59.0
0.3,Premium,61.7,60.0
0.3,Premium,61.0,60.0
0.3,Premium,61.3,60.0
0.24,Premium,60.7,58.0
